label,N,P,K,temperature,humidity,ph,rainfall
coffee,100.34,32.39,24.38,23.86,65.97,6.56,147.37
coffee,99.13,24.87,21.12,25.39,62.8,6.77,170.56
coffee,108.13,23.75,20.4,23.18,65.48,6.14,175.54
coffee,109.4,36.92,24.21,24.46,62.87,7.2,146.7
coffee,83.75,36.04,20.58,28.01,66.21,6.49,180.52
coffee,81.54,26.49,16.45,20.61,69.37,6.28,168.11
coffee,104.67,33.64,18.18,23.47,65.45,6.87,148.99
coffee,91.58,22.81,20.82,23.89,64.64,6.4,141.11
coffee,103.53,33.33,27.86,26.52,72.97,6.17,117.98
coffee,99.83,35.15,22.8,27.42,52.32,7.0,156.71
coffee,81.47,34.34,20.68,25.76,70.0,6.67,120.54
coffee,98.28,20.29,22.6,27.8,58.79,6.23,132.35
coffee,94.55,32.47,18.23,26.31,70.33,6.94,127.64
coffee,116.63,38.8,26.21,24.68,61.24,6.11,127.96
coffee,100.14,35.09,25.23,24.03,64.81,6.46,137.29
coffee,108.83,32.18,20.57,25.72,68.08,6.74,133.23
coffee,110.76,31.53,18.26,25.47,66.72,6.93,129.08
coffee,115.9,30.14,17.98,23.93,59.99,5.8,163.55
coffee,123.77,20.29,16.2,26.5,64.77,6.83,147.97
coffee,93.03,28.64,10.47,22.71,69.74,6.98,178.12
coffee,105.29,16.46,17.46,27.65,73.12,7.05,145.27
coffee,84.32,29.76,20.06,28.13,66.14,6.51,151.47
coffee,104.8,33.76,17.1,22.88,71.85,5.84,182.75
coffee,77.07,26.49,23.89,25.0,58.42,6.67,151.34
coffee,97.41,26.26,19.86,23.84,77.17,6.4,142.52
coffee,93.5,40.66,13.44,25.72,63.8,5.93,133.62
coffee,103.8,24.81,21.04,28.46,65.85,5.92,133.06
coffee,96.58,27.89,20.61,25.62,73.65,6.5,126.96
coffee,113.85,37.58,20.93,24.51,68.11,6.42,108.89
coffee,106.76,35.35,25.76,23.54,66.13,6.6,151.71
coffee,101.38,30.22,20.85,26.48,71.1,6.2,146.55
coffee,94.93,26.61,13.54,25.05,67.4,6.44,149.82
coffee,105.02,38.47,18.32,22.66,64.55,7.25,126.78
coffee,107.8,36.95,10.54,25.82,68.02,6.39,137.07
coffee,92.91,28.03,18.79,24.02,63.28,6.98,125.71
coffee,79.01,37.24,19.23,24.22,64.44,6.58,139.52
coffee,106.07,24.23,18.79,20.57,70.86,6.43,163.4
coffee,105.72,33.3,19.97,25.78,60.19,6.03,147.98
coffee,91.84,38.55,21.5,23.57,63.64,6.55,148.64
coffee,103.26,30.41,14.44,20.7,63.13,6.72,142.75
coffee,114.84,29.72,25.43,27.3,70.26,6.02,150.34
coffee,114.67,31.63,22.22,22.22,74.59,6.18,110.11
coffee,95.79,15.32,15.66,30.12,63.1,5.93,150.51
coffee,89.23,35.19,16.44,25.54,59.26,7.54,160.07
coffee,98.25,28.24,17.79,23.48,61.06,7.17,138.95
coffee,74.45,23.0,23.71,24.5,64.33,6.97,134.46
coffee,107.59,25.99,22.3,24.22,63.79,6.83,164.96
coffee,98.01,27.17,26.4,26.18,63.04,6.24,170.5
coffee,101.38,29.02,20.46,25.68,64.72,6.98,175.19
coffee,106.38,38.25,20.03,26.38,70.02,6.91,168.32
coffee,107.57,41.74,17.84,24.69,63.93,6.35,110.22
